Resp. Origem;Resp. Destino;Rota;Coleta;Entrega;Terminais;Fixo das Unidades;Redespacho Coleta/Redespacho Entrega;Transferencias;Vazios;Custo Matriz;Total
REC;FES;CAU_ITN;0,00%;28,56%;8,48%;0,00%;31,98%;5,66%;6,31%;19,00%;100,00%
VIX;FES;VIX_ITN;5,13%;43,87%;9,80%;3,99%;0,00%;10,06%;8,15%;19,00%;100,00%
BHZ;FES;BHZ_ITN;6,31%;36,57%;13,29%;7,05%;0,00%;10,27%;7,51%;19,00%;100,00%
BHZ;FES;DIV_ITN;0,00%;36,94%;13,43%;0,00%;11,82%;10,37%;8,45%;19,00%;100,00%
BHZ;FES;JDF_ITN;0,00%;29,29%;10,65%;0,00%;26,20%;8,22%;6,64%;19,00%;100,00%
BHZ;FES;PSA_ITN;0,00%;25,01%;9,09%;0,00%;33,99%;7,02%;5,89%;19,00%;100,00%
BSB;FES;BSB_ITN;8,05%;37,59%;9,05%;6,63%;0,00%;10,74%;8,95%;19,00%;100,00%
BSB;FES;CGB_ITN;35,33%;16,42%;4,75%;6,21%;0,00%;13,23%;5,06%;19,00%;100,00%
BSB;FES;CGR_ITN;34,12%;18,36%;7,68%;1,45%;0,00%;13,64%;5,76%;19,00%;100,00%
BSB;FES;PMW_ITN;0,00%;25,32%;6,10%;0,00%;35,18%;7,24%;7,16%;19,00%;100,00%
GYN;FES;GYN_ITN;8,43%;38,21%;9,49%;1,53%;0,00%;12,79%;10,55%;19,00%;100,00%
RIO;FES;CAW_ITN;0,00%;30,21%;8,86%;0,00%;25,70%;9,68%;6,56%;19,00%;100,00%
RIO;FES;RIO_ITN;11,18%;34,53%;10,12%;5,41%;0,00%;11,06%;8,69%;19,00%;100,00%
FES;FES;FES_ITN;4,87%;53,20%;7,64%;4,71%;0,00%;0,00%;10,59%;19,00%;100,00%
CPQ;FES;CPQ_ITN;7,50%;29,80%;8,61%;11,26%;0,00%;14,65%;9,18%;19,00%;100,00%
CPQ;FES;SJK_ITN;0,00%;26,88%;7,77%;0,00%;25,16%;13,21%;7,98%;19,00%;100,00%
CPQ;FES;SOD_ITN;0,00%;28,58%;8,26%;0,00%;20,76%;14,04%;9,36%;19,00%;100,00%
SAO;FES;SAO_ITN;5,35%;32,77%;13,70%;2,58%;0,00%;16,32%;10,28%;19,00%;100,00%
SAO;FES;SSZ_ITN;0,00%;23,53%;9,84%;0,00%;28,44%;11,72%;7,47%;19,00%;100,00%
BAU;FES;BAU_ITN;7,80%;24,02%;18,15%;7,18%;0,00%;14,56%;9,28%;19,00%;100,00%
RAO;FES;RAO_ITN;7,22%;26,50%;16,59%;6,80%;0,00%;15,58%;8,31%;19,00%;100,00%
CWB;FES;CWB_ITN;5,22%;25,61%;15,94%;10,65%;0,00%;15,55%;8,03%;19,00%;100,00%
JOI;FES;JOI_ITN;3,90%;27,78%;17,76%;5,73%;0,00%;17,12%;8,71%;19,00%;100,00%
SJP;FES;SJP_ITN;3,78%;21,72%;28,49%;6,21%;0,00%;13,98%;6,81%;19,00%;100,00%
ITJ;FES;ITJ_ITN;0,00%;28,96%;18,51%;2,28%;4,32%;17,84%;9,08%;19,00%;100,00%
BNU;FES;BNU_ITN;3,63%;29,18%;19,89%;4,62%;0,00%;14,53%;9,15%;19,00%;100,00%
LDB;FES;LDB_ITN;4,93%;26,78%;16,22%;4,70%;0,00%;16,82%;11,55%;19,00%;100,00%
FLN;FES;FLN_ITN;3,81%;25,83%;19,08%;7,03%;0,00%;17,14%;8,10%;19,00%;100,00%
SJP;FES;PPB_ITN;0,00%;19,08%;25,02%;1,50%;14,59%;12,28%;8,53%;19,00%;100,00%
UDI;FES;UDI_ITN;3,84%;28,33%;20,19%;5,64%;0,00%;14,11%;8,89%;19,00%;100,00%
MGF;FES;MGF_ITN;3,35%;26,62%;17,43%;7,44%;0,00%;17,81%;8,35%;19,00%;100,00%
BEL;FES;BEL_ITN;5,59%;26,15%;12,40%;14,72%;0,00%;14,64%;7,50%;19,00%;100,00%
FLN;FES;LAJ_ITN;0,00%;21,84%;16,13%;1,72%;19,97%;14,49%;6,85%;19,00%;100,00%
FLN;FES;CCM_ITN;0,00%;20,25%;14,96%;1,59%;24,40%;13,44%;6,35%;19,00%;100,00%
LDB;FES;CAC_ITN;0,00%;22,63%;13,70%;1,78%;17,13%;14,21%;11,55%;19,00%;100,00%
FLN;FES;XAP_ITN;0,00%;22,11%;16,34%;1,74%;19,20%;14,67%;6,94%;19,00%;100,00%
CXJ;FES;CXJ_ITN;6,75%;27,56%;12,39%;5,83%;0,00%;19,82%;8,64%;19,00%;100,00%
POA;FES;POA_ITN;3,60%;24,92%;18,48%;7,77%;0,00%;18,41%;7,82%;19,00%;100,00%
MCZ;FES;MCZ_ITN;10,77%;51,55%;11,72%;0,00%;0,00%;6,96%;0,00%;19,00%;100,00%
REC;FES;PNZ_ITN;0,00%;29,33%;8,71%;0,00%;37,14%;5,82%;0,00%;19,00%;100,00%
REC;FES;REC_ITN;12,25%;45,98%;13,66%;0,00%;0,00%;9,12%;0,00%;19,00%;100,00%
JPA;FES;JPA_ITN;9,20%;52,89%;7,74%;0,00%;0,00%;11,16%;0,00%;19,00%;100,00%
NAT;FES;NAT_ITN;10,60%;47,06%;12,05%;0,00%;0,00%;11,29%;0,00%;19,00%;100,00%
FOR;FES;FOR_ITN;10,91%;45,68%;13,29%;0,00%;0,00%;11,12%;0,00%;19,00%;100,00%
FOR;FES;IMP_ITN;0,00%;28,13%;8,18%;0,00%;37,83%;6,85%;0,00%;19,00%;100,00%
FOR;FES;SLZ_ITN;0,00%;28,96%;8,43%;0,00%;36,56%;7,05%;0,00%;19,00%;100,00%
FOR;FES;THE_ITN;0,00%;28,33%;8,24%;0,00%;37,52%;6,90%;0,00%;19,00%;100,00%
