ROTA;FILIAL_ORIGEM;FILIAL_DESTINO; R$_CAPITAL ; R$_INTERIOR ; %_CAPITAL ; %_INTERIOR 
SJPNAT;SJP;NAT; R$ 2,70 ; R$ 2,82 ;0,94%;0,94%
SJPFOR;SJP;FOR; R$ 2,62 ; R$ 2,74 ;0,94%;0,94%
SJPBEL;SJP;BEL; R$ 2,36 ; R$ 2,46 ;0,94%;0,94%
SLZSLZ;SLZ;SLZ; R$ 2,40 ; R$ 3,05 ;0,14%;0,14%
SLZTHE;SLZ;THE; R$ 3,60 ; R$ 2,98 ;0,18%;0,18%
SLZFES;SLZ;FES; R$ 2,87 ; R$ 2,18 ;0,27%;0,27%
SLZITN;SLZ;ITN; R$ 2,90 ; R$ 2,59 ;0,27%;0,27%
SLZVDC;SLZ;VDC; R$ 3,08 ; R$ 2,76 ;0,27%;0,27%
SLZSSA;SLZ;SSA; R$ 3,06 ; R$ 2,74 ;0,27%;0,27%
SLZBEL;SLZ;BEL; R$ 2,31 ; R$ 2,02 ;0,27%;0,27%
SLZAJU;SLZ;AJU; R$ 2,84 ; R$ 2,53 ;0,27%;0,27%
SLZPNZ;SLZ;PNZ; R$ 4,75 ; R$ 4,08 ;0,37%;0,37%
SLZCAU;SLZ;CAU; R$ 2,99 ; R$ 2,81 ;0,37%;0,37%
SLZREC;SLZ;REC; R$ 3,60 ; R$ 3,07 ;0,37%;0,37%
SLZNAT;SLZ;NAT; R$ 3,40 ; R$ 2,87 ;0,45%;0,45%
SLZVIX;SLZ;VIX; R$ 2,66 ; R$ 2,40 ;0,66%;0,66%
SLZBHZ;SLZ;BHZ; R$ 3,01 ; R$ 2,74 ;0,45%;0,45%
SLZBSB;SLZ;BSB; R$ 3,71 ; R$ 3,18 ;0,45%;0,45%
SLZPMW;SLZ;PMW; R$ 4,77 ; R$ 4,24 ;0,45%;0,45%
SLZCAW;SLZ;CAW; R$ 3,55 ; R$ 3,26 ;0,66%;0,66%
SLZDIV;SLZ;DIV; R$ 3,11 ; R$ 2,83 ;0,66%;0,66%
SLZJDF;SLZ;JDF; R$ 3,65 ; R$ 3,35 ;0,66%;0,66%
SLZGYN;SLZ;GYN; R$ 3,52 ; R$ 3,04 ;0,66%;0,66%
SLZRIO;SLZ;RIO; R$ 3,13 ; R$ 2,85 ;0,94%;0,94%
SLZPSA;SLZ;PSA; R$ 3,55 ; R$ 3,31 ;0,66%;0,66%
SLZSJK;SLZ;SJK; R$ 4,08 ; R$ 3,72 ;0,66%;0,66%
SLZCPQ;SLZ;CPQ; R$ 3,79 ; R$ 3,44 ;0,66%;0,66%
SLZSAO;SLZ;SAO; R$ 3,20 ; R$ 2,97 ;0,66%;0,66%
SLZSSZ;SLZ;SSZ; R$ 4,04 ; R$ 3,78 ;0,66%;0,66%
SLZSOD;SLZ;SOD; R$ 3,91 ; R$ 3,56 ;0,66%;0,66%
SLZJOI;SLZ;JOI; R$ 3,98 ; R$ 3,63 ;0,94%;0,94%
SLZBAU;SLZ;BAU; R$ 3,76 ; R$ 3,55 ;0,94%;0,94%
SLZRAO;SLZ;RAO; R$ 3,71 ; R$ 3,46 ;0,94%;0,94%
SLZCWB;SLZ;CWB; R$ 4,22 ; R$ 3,86 ;0,94%;0,94%
SLZCGB;SLZ;CGB; R$ 6,81 ; R$ 6,21 ;0,94%;0,94%
SLZCGR;SLZ;CGR; R$ 6,24 ; R$ 5,65 ;0,94%;0,94%
SLZSJP;SLZ;SJP; R$ 4,29 ; R$ 4,02 ;0,94%;0,94%
SLZITJ;SLZ;ITJ; R$ 3,87 ; R$ 3,52 ;0,94%;0,94%
SLZBNU;SLZ;BNU; R$ 3,85 ; R$ 3,50 ;0,94%;0,94%
SLZLDB;SLZ;LDB; R$ 4,09 ; R$ 3,73 ;0,94%;0,94%
SLZFLN;SLZ;FLN; R$ 4,19 ; R$ 3,83 ;0,94%;0,94%
SLZPPB;SLZ;PPB; R$ 4,74 ; R$ 4,45 ;0,94%;0,94%
SLZUDI;SLZ;UDI; R$ 3,73 ; R$ 3,43 ;0,94%;0,94%
SLZMGF;SLZ;MGF; R$ 4,11 ; R$ 3,75 ;0,94%;0,94%
SLZLAJ;SLZ;LAJ; R$ 4,75 ; R$ 4,36 ;0,94%;0,94%
SLZCCM;SLZ;CCM; R$ 5,03 ; R$ 4,63 ;0,94%;0,94%
SLZCAC;SLZ;CAC; R$ 4,62 ; R$ 4,24 ;0,94%;0,94%
SLZXAP;SLZ;XAP; R$ 4,70 ; R$ 4,32 ;0,94%;0,94%
SLZPOA;SLZ;POA; R$ 4,76 ; R$ 4,38 ;0,94%;0,94%
SLZCXJ;SLZ;CXJ; R$ 4,01 ; R$ 3,65 ;0,94%;0,94%
SLZIMP;SLZ;IMP; R$ 2,79 ; R$ 2,48 ;0,25%;0,25%
SLZFOR;SLZ;FOR; R$ 3,45 ; R$ 2,17 ;0,25%;0,25%
SLZMCZ;SLZ;MCZ; R$ 2,42 ; R$ 2,13 ;0,37%;0,37%
SLZJPA;SLZ;JPA; R$ 2,39 ; R$ 2,09 ;0,45%;0,45%
SODSOD;SOD;SOD; R$ 0,98 ; R$ 1,25 ;0,14%;0,14%
SODSAO;SOD;SAO; R$ 1,29 ; R$ 1,05 ;0,18%;0,18%
SODSSZ;SOD;SSZ; R$ 2,52 ; R$ 2,19 ;0,18%;0,18%
SODCPQ;SOD;CPQ; R$ 1,63 ; R$ 1,33 ;0,14%;0,14%
SODRAO;SOD;RAO; R$ 1,49 ; R$ 1,20 ;0,18%;0,18%
SODBAU;SOD;BAU; R$ 1,71 ; R$ 1,40 ;0,18%;0,18%
SODPPB;SOD;PPB; R$ 2,54 ; R$ 2,21 ;0,18%;0,18%
SODSJP;SOD;SJP; R$ 1,95 ; R$ 1,69 ;0,18%;0,18%
SODSJK;SOD;SJK; R$ 1,94 ; R$ 1,63 ;0,18%;0,18%
SODCAC;SOD;CAC; R$ 2,11 ; R$ 1,74 ;0,25%;0,25%
SODLDB;SOD;LDB; R$ 1,67 ; R$ 1,26 ;0,25%;0,25%
SODUDI;SOD;UDI; R$ 1,50 ; R$ 1,20 ;0,25%;0,25%
SODPSA;SOD;PSA; R$ 2,41 ; R$ 2,19 ;0,25%;0,25%
SODMGF;SOD;MGF; R$ 2,38 ; R$ 1,94 ;0,25%;0,25%
SODPOA;SOD;POA; R$ 2,08 ; R$ 1,76 ;0,27%;0,27%
SODCWB;SOD;CWB; R$ 1,44 ; R$ 1,04 ;0,18%;0,18%
SODCAW;SOD;CAW; R$ 1,95 ; R$ 1,64 ;0,18%;0,18%
SODRIO;SOD;RIO; R$ 1,51 ; R$ 1,19 ;0,18%;0,18%
SODJOI;SOD;JOI; R$ 1,30 ; R$ 1,01 ;0,25%;0,25%
SODBHZ;SOD;BHZ; R$ 1,41 ; R$ 1,09 ;0,25%;0,25%
SODDIV;SOD;DIV; R$ 1,48 ; R$ 1,19 ;0,25%;0,25%
SODJDF;SOD;JDF; R$ 2,04 ; R$ 1,72 ;0,25%;0,25%
SODBNU;SOD;BNU; R$ 1,28 ; R$ 0,99 ;0,25%;0,25%
SODITJ;SOD;ITJ; R$ 1,18 ; R$ 0,90 ;0,25%;0,25%
SODFLN;SOD;FLN; R$ 1,90 ; R$ 1,59 ;0,25%;0,25%
SODLAJ;SOD;LAJ; R$ 2,49 ; R$ 2,15 ;0,25%;0,25%
SODCCM;SOD;CCM; R$ 2,65 ; R$ 2,31 ;0,25%;0,25%
SODVIX;SOD;VIX; R$ 1,64 ; R$ 1,20 ;0,25%;0,25%
SODBSB;SOD;BSB; R$ 1,33 ; R$ 1,04 ;0,25%;0,25%
SODCGB;SOD;CGB; R$ 3,08 ; R$ 2,72 ;0,25%;0,25%
SODCGR;SOD;CGR; R$ 3,22 ; R$ 2,86 ;0,25%;0,25%
SODPMW;SOD;PMW; R$ 2,46 ; R$ 2,13 ;0,25%;0,25%
SODXAP;SOD;XAP; R$ 2,60 ; R$ 2,21 ;0,27%;0,27%
SODCXJ;SOD;CXJ; R$ 1,79 ; R$ 1,45 ;0,27%;0,27%
SODGYN;SOD;GYN; R$ 1,89 ; R$ 1,58 ;0,27%;0,27%
SODFES;SOD;FES; R$ 1,41 ; R$ 1,06 ;0,37%;0,37%
SODITN;SOD;ITN; R$ 2,15 ; R$ 1,83 ;0,37%;0,37%
SODVDC;SOD;VDC; R$ 2,34 ; R$ 2,02 ;0,37%;0,37%
SODSSA;SOD;SSA; R$ 2,19 ; R$ 1,87 ;0,37%;0,37%
SODAJU;SOD;AJU; R$ 1,80 ; R$ 1,49 ;0,45%;0,45%
SODPNZ;SOD;PNZ; R$ 3,25 ; R$ 2,89 ;0,45%;0,45%
SODMCZ;SOD;MCZ; R$ 1,74 ; R$ 1,44 ;0,45%;0,45%
SODCAU;SOD;CAU; R$ 3,11 ; R$ 2,75 ;0,66%;0,66%
SODJPA;SOD;JPA; R$ 1,70 ; R$ 1,40 ;0,66%;0,66%
SODREC;SOD;REC; R$ 1,83 ; R$ 1,63 ;0,66%;0,66%
SODNAT;SOD;NAT; R$ 1,89 ; R$ 1,57 ;0,66%;0,66%
SODFOR;SOD;FOR; R$ 1,80 ; R$ 1,49 ;0,66%;0,66%
SODIMP;SOD;IMP; R$ 2,87 ; R$ 2,52 ;0,66%;0,66%
SODSLZ;SOD;SLZ; R$ 2,79 ; R$ 2,44 ;0,66%;0,66%
SODTHE;SOD;THE; R$ 2,85 ; R$ 2,50 ;0,66%;0,66%
SODBEL;SOD;BEL; R$ 1,61 ; R$ 1,09 ;0,66%;0,66%
SSASSA;SSA;SSA; R$ 1,01 ; R$ 1,37 ;0,14%;0,14%
SSAFES;SSA;FES; R$ 1,97 ; R$ 2,01 ;0,18%;0,18%
SSAITN;SSA;ITN; R$ 2,26 ; R$ 2,37 ;0,18%;0,18%
SSAVDC;SSA;VDC; R$ 3,31 ; R$ 3,30 ;0,18%;0,18%
SSAVIX;SSA;VIX; R$ 1,94 ; R$ 2,08 ;0,27%;0,27%
SSABHZ;SSA;BHZ; R$ 2,27 ; R$ 2,40 ;0,27%;0,27%
SSABSB;SSA;BSB; R$ 2,94 ; R$ 2,98 ;0,27%;0,27%
SSAPMW;SSA;PMW; R$ 4,03 ; R$ 4,04 ;0,27%;0,27%
SSACAW;SSA;CAW; R$ 3,10 ; R$ 3,17 ;0,27%;0,27%
SSADIV;SSA;DIV; R$ 2,36 ; R$ 2,49 ;0,27%;0,27%
SSAJDF;SSA;JDF; R$ 3,19 ; R$ 3,27 ;0,37%;0,37%
SSAGYN;SSA;GYN; R$ 2,79 ; R$ 2,85 ;0,37%;0,37%
SSARIO;SSA;RIO; R$ 2,39 ; R$ 2,51 ;0,37%;0,37%
SSAPSA;SSA;PSA; R$ 2,97 ; R$ 3,07 ;0,37%;0,37%
SSACPQ;SSA;CPQ; R$ 2,99 ; R$ 3,08 ;0,37%;0,37%
SSASJK;SSA;SJK; R$ 3,09 ; R$ 3,19 ;0,37%;0,37%
SSASOD;SSA;SOD; R$ 3,27 ; R$ 3,34 ;0,37%;0,37%
SSASAO;SSA;SAO; R$ 2,13 ; R$ 2,26 ;0,37%;0,37%
SSASSZ;SSA;SSZ; R$ 2,97 ; R$ 3,07 ;0,37%;0,37%
SSABAU;SSA;BAU; R$ 2,91 ; R$ 3,01 ;0,45%;0,45%
SSARAO;SSA;RAO; R$ 2,63 ; R$ 2,75 ;0,45%;0,45%
SSACWB;SSA;CWB; R$ 3,03 ; R$ 3,11 ;0,45%;0,45%
SSAJOI;SSA;JOI; R$ 2,79 ; R$ 2,88 ;0,45%;0,45%
SSASJP;SSA;SJP; R$ 3,22 ; R$ 3,31 ;0,45%;0,45%
SSAITJ;SSA;ITJ; R$ 2,68 ; R$ 2,77 ;0,45%;0,45%
SSABNU;SSA;BNU; R$ 2,66 ; R$ 2,75 ;0,45%;0,45%
SSALDB;SSA;LDB; R$ 2,90 ; R$ 2,98 ;0,45%;0,45%
SSAFLN;SSA;FLN; R$ 3,00 ; R$ 3,09 ;0,45%;0,45%
SSACGB;SSA;CGB; R$ 6,07 ; R$ 6,01 ;0,45%;0,45%
SSAPPB;SSA;PPB; R$ 3,67 ; R$ 3,74 ;0,45%;0,45%
SSACGR;SSA;CGR; R$ 4,87 ; R$ 4,85 ;0,66%;0,66%
SSAUDI;SSA;UDI; R$ 2,74 ; R$ 2,83 ;0,37%;0,37%
SSAMGF;SSA;MGF; R$ 2,91 ; R$ 3,00 ;0,45%;0,45%
SSALAJ;SSA;LAJ; R$ 3,56 ; R$ 3,62 ;0,66%;0,66%
SSACCM;SSA;CCM; R$ 3,84 ; R$ 3,89 ;0,66%;0,66%
SSABEL;SSA;BEL; R$ 3,34 ; R$ 3,41 ;0,66%;0,66%
SSACAC;SSA;CAC; R$ 3,43 ; R$ 3,50 ;0,66%;0,66%
SSAXAP;SSA;XAP; R$ 3,51 ; R$ 3,57 ;0,66%;0,66%
SSACXJ;SSA;CXJ; R$ 2,81 ; R$ 2,90 ;0,66%;0,66%
SSAPOA;SSA;POA; R$ 3,11 ; R$ 3,19 ;0,66%;0,66%
SSAAJU;SSA;AJU; R$ 1,45 ; R$ 1,59 ;0,18%;0,18%
SSAPNZ;SSA;PNZ; R$ 2,54 ; R$ 2,64 ;0,25%;0,25%
SSAMCZ;SSA;MCZ; R$ 1,39 ; R$ 1,53 ;0,25%;0,25%
SSACAU;SSA;CAU; R$ 2,40 ; R$ 2,50 ;0,25%;0,25%
SSAREC;SSA;REC; R$ 1,34 ; R$ 1,51 ;0,25%;0,25%
SSAJPA;SSA;JPA; R$ 1,35 ; R$ 1,50 ;0,27%;0,27%
SSANAT;SSA;NAT; R$ 1,53 ; R$ 1,67 ;0,27%;0,27%
SSATHE;SSA;THE; R$ 2,63 ; R$ 2,73 ;0,27%;0,27%
SSAFOR;SSA;FOR; R$ 1,58 ; R$ 1,72 ;0,27%;0,27%
SSAIMP;SSA;IMP; R$ 2,65 ; R$ 2,75 ;0,37%;0,37%
SSASLZ;SSA;SLZ; R$ 2,57 ; R$ 2,67 ;0,37%;0,37%
SSZSSZ;SSZ;SSZ; R$ 1,57 ; R$ 2,06 ;0,14%;0,14%
SSZCPQ;SSZ;CPQ; R$ 2,18 ; R$ 1,75 ;0,18%;0,18%
SSZSJK;SSZ;SJK; R$ 2,47 ; R$ 2,03 ;0,18%;0,18%
SSZSOD;SSZ;SOD; R$ 2,29 ; R$ 1,86 ;0,18%;0,18%
SSZSAO;SSZ;SAO; R$ 1,46 ; R$ 1,24 ;0,14%;0,14%
SSZRAO;SSZ;RAO; R$ 2,65 ; R$ 2,19 ;0,18%;0,18%
SSZBAU;SSZ;BAU; R$ 2,92 ; R$ 2,46 ;0,18%;0,18%
SSZSJP;SSZ;SJP; R$ 3,29 ; R$ 2,81 ;0,25%;0,25%
SSZPSA;SSZ;PSA; R$ 3,52 ; R$ 3,04 ;0,25%;0,25%
SSZLDB;SSZ;LDB; R$ 1,87 ; R$ 1,45 ;0,25%;0,25%
SSZPPB;SSZ;PPB; R$ 3,79 ; R$ 3,29 ;0,25%;0,25%
SSZCAC;SSZ;CAC; R$ 2,39 ; R$ 1,95 ;0,25%;0,25%
SSZCWB;SSZ;CWB; R$ 1,99 ; R$ 1,56 ;0,18%;0,18%
SSZCAW;SSZ;CAW; R$ 2,40 ; R$ 1,96 ;0,18%;0,18%
SSZRIO;SSZ;RIO; R$ 1,89 ; R$ 1,47 ;0,18%;0,18%
SSZJOI;SSZ;JOI; R$ 1,75 ; R$ 1,33 ;0,18%;0,18%
SSZITJ;SSZ;ITJ; R$ 1,63 ; R$ 1,22 ;0,25%;0,25%
SSZBHZ;SSZ;BHZ; R$ 1,86 ; R$ 1,44 ;0,25%;0,25%
SSZDIV;SSZ;DIV; R$ 2,00 ; R$ 1,57 ;0,25%;0,25%
SSZJDF;SSZ;JDF; R$ 2,55 ; R$ 2,11 ;0,25%;0,25%
SSZFLN;SSZ;FLN; R$ 1,96 ; R$ 1,54 ;0,25%;0,25%
SSZUDI;SSZ;UDI; R$ 1,74 ; R$ 1,23 ;0,25%;0,25%
SSZBNU;SSZ;BNU; R$ 1,62 ; R$ 1,20 ;0,25%;0,25%
SSZLAJ;SSZ;LAJ; R$ 2,51 ; R$ 2,07 ;0,25%;0,25%
SSZMGF;SSZ;MGF; R$ 1,87 ; R$ 1,45 ;0,25%;0,25%
SSZCCM;SSZ;CCM; R$ 2,79 ; R$ 2,34 ;0,25%;0,25%
SSZVIX;SSZ;VIX; R$ 1,96 ; R$ 1,45 ;0,25%;0,25%
SSZXAP;SSZ;XAP; R$ 2,47 ; R$ 2,02 ;0,25%;0,25%
SSZCXJ;SSZ;CXJ; R$ 2,89 ; R$ 2,43 ;0,25%;0,25%
SSZGYN;SSZ;GYN; R$ 2,14 ; R$ 1,57 ;0,27%;0,27%
SSZPOA;SSZ;POA; R$ 2,18 ; R$ 1,75 ;0,27%;0,27%
SSZBSB;SSZ;BSB; R$ 2,20 ; R$ 1,77 ;0,27%;0,27%
SSZCGR;SSZ;CGR; R$ 3,19 ; R$ 2,72 ;0,27%;0,27%
SSZCGB;SSZ;CGB; R$ 3,95 ; R$ 3,45 ;0,37%;0,37%
SSZSSA;SSZ;SSA; R$ 2,16 ; R$ 1,73 ;0,37%;0,37%
SSZFES;SSZ;FES; R$ 1,76 ; R$ 1,35 ;0,37%;0,37%
SSZITN;SSZ;ITN; R$ 2,38 ; R$ 2,03 ;0,37%;0,37%
SSZVDC;SSZ;VDC; R$ 2,83 ; R$ 2,37 ;0,37%;0,37%
SSZPMW;SSZ;PMW; R$ 3,34 ; R$ 2,86 ;0,37%;0,37%
SSZAJU;SSZ;AJU; R$ 2,28 ; R$ 1,85 ;0,45%;0,45%
SSZMCZ;SSZ;MCZ; R$ 2,23 ; R$ 1,79 ;0,45%;0,45%
SSZCAU;SSZ;CAU; R$ 3,08 ; R$ 2,61 ;0,66%;0,66%
SSZPNZ;SSZ;PNZ; R$ 3,22 ; R$ 2,75 ;0,66%;0,66%
SSZREC;SSZ;REC; R$ 2,26 ; R$ 1,82 ;0,66%;0,66%
SSZJPA;SSZ;JPA; R$ 2,19 ; R$ 1,75 ;0,66%;0,66%
SSZNAT;SSZ;NAT; R$ 2,37 ; R$ 1,93 ;0,66%;0,66%
SSZFOR;SSZ;FOR; R$ 2,27 ; R$ 1,83 ;0,66%;0,66%
SSZIMP;SSZ;IMP; R$ 3,33 ; R$ 2,85 ;0,66%;0,66%
SSZSLZ;SSZ;SLZ; R$ 3,25 ; R$ 2,78 ;0,66%;0,66%
SSZTHE;SSZ;THE; R$ 3,31 ; R$ 2,83 ;0,66%;0,66%
SSZBEL;SSZ;BEL; R$ 2,02 ; R$ 1,59 ;0,94%;0,94%
THETHE;THE;THE; R$ 1,56 ; R$ 2,41 ;0,14%;0,14%
THESLZ;THE;SLZ; R$ 4,44 ; R$ 3,59 ;0,18%;0,18%
THEFES;THE;FES; R$ 2,85 ; R$ 2,26 ;0,27%;0,27%
THEITN;THE;ITN; R$ 2,89 ; R$ 2,69 ;0,27%;0,27%
THEVDC;THE;VDC; R$ 3,07 ; R$ 2,87 ;0,27%;0,27%
THESSA;THE;SSA; R$ 3,05 ; R$ 2,85 ;0,27%;0,27%
THEBEL;THE;BEL; R$ 2,43 ; R$ 2,25 ;0,27%;0,27%
THEAJU;THE;AJU; R$ 2,83 ; R$ 2,64 ;0,27%;0,27%
THEPNZ;THE;PNZ; R$ 4,74 ; R$ 4,18 ;0,37%;0,37%
THECAU;THE;CAU; R$ 3,15 ; R$ 3,05 ;0,37%;0,37%
THEREC;THE;REC; R$ 3,58 ; R$ 3,17 ;0,37%;0,37%
THENAT;THE;NAT; R$ 3,38 ; R$ 2,97 ;0,45%;0,45%
THEVIX;THE;VIX; R$ 2,79 ; R$ 2,60 ;0,66%;0,66%
THEBHZ;THE;BHZ; R$ 3,00 ; R$ 2,85 ;0,45%;0,45%
THEBSB;THE;BSB; R$ 3,70 ; R$ 3,28 ;0,45%;0,45%
THEPMW;THE;PMW; R$ 4,75 ; R$ 4,34 ;0,45%;0,45%
THECAW;THE;CAW; R$ 3,73 ; R$ 3,50 ;0,66%;0,66%
THEDIV;THE;DIV; R$ 3,26 ; R$ 3,05 ;0,66%;0,66%
THEJDF;THE;JDF; R$ 3,83 ; R$ 3,60 ;0,66%;0,66%
THEGYN;THE;GYN; R$ 3,51 ; R$ 3,15 ;0,66%;0,66%
THERIO;THE;RIO; R$ 3,12 ; R$ 2,97 ;0,94%;0,94%
THEPSA;THE;PSA; R$ 3,54 ; R$ 3,42 ;0,66%;0,66%
THESJK;THE;SJK; R$ 4,06 ; R$ 3,83 ;0,66%;0,66%
THECPQ;THE;CPQ; R$ 3,78 ; R$ 3,55 ;0,66%;0,66%
THESAO;THE;SAO; R$ 3,37 ; R$ 3,21 ;0,66%;0,66%
THESSZ;THE;SSZ; R$ 4,48 ; R$ 4,23 ;0,66%;0,66%
THESOD;THE;SOD; R$ 3,90 ; R$ 3,67 ;0,66%;0,66%
THEJOI;THE;JOI; R$ 3,97 ; R$ 3,74 ;0,94%;0,94%
THEBAU;THE;BAU; R$ 3,97 ; R$ 3,84 ;0,94%;0,94%
THERAO;THE;RAO; R$ 3,70 ; R$ 3,57 ;0,94%;0,94%
THECWB;THE;CWB; R$ 4,21 ; R$ 3,97 ;0,94%;0,94%
THECGB;THE;CGB; R$ 6,80 ; R$ 6,31 ;0,94%;0,94%
THECGR;THE;CGR; R$ 6,23 ; R$ 5,76 ;0,94%;0,94%
THESJP;THE;SJP; R$ 4,28 ; R$ 4,13 ;0,94%;0,94%
THEITJ;THE;ITJ; R$ 3,86 ; R$ 3,63 ;0,94%;0,94%
THEBNU;THE;BNU; R$ 3,84 ; R$ 3,61 ;0,94%;0,94%
THELDB;THE;LDB; R$ 4,08 ; R$ 3,84 ;0,94%;0,94%
THEFLN;THE;FLN; R$ 4,18 ; R$ 3,94 ;0,94%;0,94%
THEPPB;THE;PPB; R$ 4,73 ; R$ 4,56 ;0,94%;0,94%
THEUDI;THE;UDI; R$ 3,92 ; R$ 3,68 ;0,94%;0,94%
THEMGF;THE;MGF; R$ 4,10 ; R$ 3,86 ;0,94%;0,94%
THELAJ;THE;LAJ; R$ 4,74 ; R$ 4,47 ;0,94%;0,94%
THECCM;THE;CCM; R$ 5,02 ; R$ 4,74 ;0,94%;0,94%
THECAC;THE;CAC; R$ 4,61 ; R$ 4,35 ;0,94%;0,94%
THEXAP;THE;XAP; R$ 4,69 ; R$ 4,43 ;0,94%;0,94%
THEPOA;THE;POA; R$ 4,75 ; R$ 4,49 ;0,94%;0,94%
THECXJ;THE;CXJ; R$ 4,00 ; R$ 3,76 ;0,94%;0,94%
THEIMP;THE;IMP; R$ 2,85 ; R$ 2,66 ;0,66%;0,66%
THEFOR;THE;FOR; R$ 2,86 ; R$ 2,07 ;0,25%;0,25%
THEMCZ;THE;MCZ; R$ 2,41 ; R$ 2,24 ;0,37%;0,37%
THEJPA;THE;JPA; R$ 2,38 ; R$ 2,20 ;0,45%;0,45%
UDIUDI;UDI;UDI; R$ 0,53 ; R$ 0,98 ;0,14%;0,14%
UDICPQ;UDI;CPQ; R$ 1,68 ; R$ 1,98 ;0,25%;0,25%
UDISJK;UDI;SJK; R$ 2,00 ; R$ 2,29 ;0,25%;0,25%
UDISOD;UDI;SOD; R$ 1,79 ; R$ 2,09 ;0,25%;0,25%
UDIBHZ;UDI;BHZ; R$ 1,50 ; R$ 1,81 ;0,25%;0,25%
UDIDIV;UDI;DIV; R$ 1,45 ; R$ 1,76 ;0,25%;0,25%
UDIJDF;UDI;JDF; R$ 2,05 ; R$ 2,34 ;0,25%;0,25%
UDIPSA;UDI;PSA; R$ 2,22 ; R$ 2,52 ;0,25%;0,25%
UDISAO;UDI;SAO; R$ 1,83 ; R$ 2,14 ;0,25%;0,25%
UDISSZ;UDI;SSZ; R$ 3,10 ; R$ 3,35 ;0,25%;0,25%
UDIRAO;UDI;RAO; R$ 2,17 ; R$ 2,48 ;0,25%;0,25%
UDIBAU;UDI;BAU; R$ 2,41 ; R$ 2,71 ;0,25%;0,25%
UDISJP;UDI;SJP; R$ 2,69 ; R$ 2,98 ;0,25%;0,25%
UDIRIO;UDI;RIO; R$ 2,87 ; R$ 3,13 ;0,27%;0,27%
UDICWB;UDI;CWB; R$ 2,26 ; R$ 2,55 ;0,27%;0,27%
UDIJOI;UDI;JOI; R$ 2,03 ; R$ 2,32 ;0,27%;0,27%
UDILDB;UDI;LDB; R$ 2,12 ; R$ 2,41 ;0,27%;0,27%
UDICAW;UDI;CAW; R$ 3,23 ; R$ 3,47 ;0,27%;0,27%
UDIPPB;UDI;PPB; R$ 3,09 ; R$ 3,36 ;0,27%;0,27%
UDIBNU;UDI;BNU; R$ 2,02 ; R$ 2,31 ;0,27%;0,27%
UDIITJ;UDI;ITJ; R$ 1,92 ; R$ 2,21 ;0,27%;0,27%
UDIMGF;UDI;MGF; R$ 2,12 ; R$ 2,41 ;0,27%;0,27%
UDIFLN;UDI;FLN; R$ 2,64 ; R$ 2,90 ;0,27%;0,27%
UDILAJ;UDI;LAJ; R$ 3,22 ; R$ 3,47 ;0,27%;0,27%
UDICCM;UDI;CCM; R$ 3,51 ; R$ 3,74 ;0,27%;0,27%
UDICAC;UDI;CAC; R$ 2,67 ; R$ 2,94 ;0,27%;0,27%
UDIVIX;UDI;VIX; R$ 3,09 ; R$ 3,34 ;0,37%;0,37%
UDIXAP;UDI;XAP; R$ 3,22 ; R$ 3,47 ;0,37%;0,37%
UDICXJ;UDI;CXJ; R$ 2,60 ; R$ 2,87 ;0,37%;0,37%
UDIPOA;UDI;POA; R$ 2,81 ; R$ 3,07 ;0,37%;0,37%
UDIVDC;UDI;VDC; R$ 2,55 ; R$ 2,83 ;0,27%;0,27%
UDIGYN;UDI;GYN; R$ 1,67 ; R$ 1,97 ;0,27%;0,27%
UDIITN;UDI;ITN; R$ 2,36 ; R$ 2,64 ;0,37%;0,37%
UDIBSB;UDI;BSB; R$ 2,01 ; R$ 2,30 ;0,37%;0,37%
UDIFES;UDI;FES; R$ 1,77 ; R$ 2,07 ;0,37%;0,37%
UDISSA;UDI;SSA; R$ 2,21 ; R$ 2,50 ;0,37%;0,37%
UDIAJU;UDI;AJU; R$ 2,01 ; R$ 2,30 ;0,45%;0,45%
UDIPNZ;UDI;PNZ; R$ 3,10 ; R$ 3,35 ;0,45%;0,45%
UDICGR;UDI;CGR; R$ 3,46 ; R$ 3,70 ;0,45%;0,45%
UDIPMW;UDI;PMW; R$ 3,29 ; R$ 3,53 ;0,45%;0,45%
UDICGB;UDI;CGB; R$ 3,33 ; R$ 3,57 ;0,45%;0,45%
UDIMCZ;UDI;MCZ; R$ 2,32 ; R$ 2,60 ;0,45%;0,45%
UDICAU;UDI;CAU; R$ 2,96 ; R$ 3,21 ;0,66%;0,66%
UDIREC;UDI;REC; R$ 1,98 ; R$ 2,29 ;0,66%;0,66%
UDIJPA;UDI;JPA; R$ 2,36 ; R$ 2,64 ;0,66%;0,66%
UDINAT;UDI;NAT; R$ 2,10 ; R$ 2,38 ;0,66%;0,66%
UDITHE;UDI;THE; R$ 3,19 ; R$ 3,44 ;0,66%;0,66%
UDIFOR;UDI;FOR; R$ 2,35 ; R$ 2,63 ;0,94%;0,94%
UDIIMP;UDI;IMP; R$ 3,52 ; R$ 3,76 ;0,66%;0,66%
UDISLZ;UDI;SLZ; R$ 3,13 ; R$ 3,38 ;0,94%;0,94%
UDIBEL;UDI;BEL; R$ 1,41 ; R$ 1,72 ;0,94%;0,94%
VDCVDC;VDC;VDC; R$ 1,29 ; R$ 1,85 ;0,14%;0,14%
