UF;CIDADE;BUSCA;REF;CLASSIFICACAO_CAP_IN;CAP_INT;REGIÇO;JAMEF;FILIAL_ATENDIMENTO
MG;FERNANDES TOURINHO;MGFERNANDES TOURINHO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MA;FERNANDO FALCAO;MAFERNANDO FALCAO;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
RN;FERNANDO PEDROZA;RNFERNANDO PEDROZA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SP;FERNANDO PRESTES;SPFERNANDO PRESTES;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SP;FERNANDOPOLIS;SPFERNANDOPOLIS;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SP;FERNAO;SPFERNAO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SP;FERRAZ DE VASCONCELOS;SPFERRAZ DE VASCONCELOS;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
PE;FERREIROS;PEFERREIROS;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
MG;FERROS;MGFERROS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;FERVEDOURO;MGFERVEDOURO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;FIGUEIRA;PRFIGUEIRA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
MS;FIGUEIRAO;MSFIGUEIRAO;MSI1;Interior-1;I1;Centro Oeste;CGR;Brasilia - DF
TO;FIGUEIROPOLIS;TOFIGUEIROPOLIS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MT;FIGUEIROPOLIS D' OESTE;MTFIGUEIROPOLIS D' OESTE;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
BA;FILADELFIA;BAFILADELFIA;BAI2;Interior-2;I2;Nordeste;SSA;Salvador - BA
TO;FILADELFIA;TOFILADELFIA;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
BA;FIRMINO ALVES;BAFIRMINO ALVES;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
GO;FIRMINOPOLIS;GOFIRMINOPOLIS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
AL;FLEXEIRAS;ALFLEXEIRAS;ALI1;Interior-1;I1;Nordeste;MCZ;Maceio - AL
PR;FLOR DA SERRA DO SUL;PRFLOR DA SERRA DO SUL;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SC;FLOR DO SERTAO;SCFLOR DO SERTAO;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
SP;FLORA RICA;SPFLORA RICA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PR;FLORAI;PRFLORAI;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
RN;FLORANIA;RNFLORANIA;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
SP;FLOREAL;SPFLOREAL;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PE;FLORES;PEFLORES;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
RS;FLORES DA CUNHA;RSFLORES DA CUNHA;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
GO;FLORES DE GOIAS;GOFLORES DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PI;FLORES DO PIAUI;PIFLORES DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
PE;FLORESTA;PEFLORESTA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PR;FLORESTA;PRFLORESTA;PRI1;Interior-1;I1;Sul;MGF;Maringa - PR
BA;FLORESTA AZUL;BAFLORESTA AZUL;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PA;FLORESTA DO ARAGUAIA;PAFLORESTA DO ARAGUAIA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PI;FLORESTA DO PIAUI;PIFLORESTA DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
MG;FLORESTAL;MGFLORESTAL;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PR;FLORESTOPOLIS;PRFLORESTOPOLIS;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PI;FLORIANO;PIFLORIANO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
RS;FLORIANO PEIXOTO;RSFLORIANO PEIXOTO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SC;FLORIANOPOLIS;SCFLORIANOPOLIS;SCC;Capital;C;Sul;FLN;Florian¢polis - SC
PR;FLORIDA;PRFLORIDA;PRI1;Interior-1;I1;Sul;MGF;Maringa - PR
SP;FLORIDA PAULISTA;SPFLORIDA PAULISTA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SP;FLORINEA;SPFLORINEA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RS;FONTOURA XAVIER;RSFONTOURA XAVIER;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;FORMIGA;MGFORMIGA;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
RS;FORMIGUEIRO;RSFORMIGUEIRO;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
GO;FORMOSA;GOFORMOSA;GOI2;Interior-2;I2;Centro Oeste;BSB;Brasilia - DF
MA;FORMOSA DA SERRA NEGRA;MAFORMOSA DA SERRA NEGRA;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
PR;FORMOSA DO OESTE;PRFORMOSA DO OESTE;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
BA;FORMOSA DO RIO PRETO;BAFORMOSA DO RIO PRETO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SC;FORMOSA DO SUL;SCFORMOSA DO SUL;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
GO;FORMOSO;GOFORMOSO;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MG;FORMOSO;MGFORMOSO;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
TO;FORMOSO DO ARAGUAIA;TOFORMOSO DO ARAGUAIA;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
RS;FORQUETINHA;RSFORQUETINHA;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
CE;FORQUILHA;CEFORQUILHA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SC;FORQUILHINHA;SCFORQUILHINHA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
CE;FORTALEZA;CEFORTALEZA;CEC;Capital;C;Nordeste;FOR;Fortaleza - CE
MG;FORTALEZA DE MINAS;MGFORTALEZA DE MINAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
TO;FORTALEZA DO TABOCAO;TOFORTALEZA DO TABOCAO;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MA;FORTALEZA DOS NOGUEIRAS;MAFORTALEZA DOS NOGUEIRAS;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
RS;FORTALEZA DOS VALOS;RSFORTALEZA DOS VALOS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
CE;FORTALEZA(FICTICIO);CEFORTALEZA(FICTICIO);CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
CE;FORTIM;CEFORTIM;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
MA;FORTUNA;MAFORTUNA;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
PR;FOZ DO IGUACU;PRFOZ DO IGUACU;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PR;FOZ DO JORDAO;PRFOZ DO JORDAO;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SC;FRAIBURGO;SCFRAIBURGO;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
SP;FRANCA;SPFRANCA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
PI;FRANCINOPOLIS;PIFRANCINOPOLIS;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
PR;FRANCISCO ALVES;PRFRANCISCO ALVES;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
PI;FRANCISCO AYRES;PIFRANCISCO AYRES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
MG;FRANCISCO BADARO;MGFRANCISCO BADARO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;FRANCISCO BELTRAO;PRFRANCISCO BELTRAO;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
RN;FRANCISCO DANTAS;RNFRANCISCO DANTAS;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MG;FRANCISCO DUMONT;MGFRANCISCO DUMONT;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PI;FRANCISCO MACEDO;PIFRANCISCO MACEDO;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
SP;FRANCISCO MORATO;SPFRANCISCO MORATO;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
MG;FRANCISCO SA;MGFRANCISCO SA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PI;FRANCISCO SANTOS;PIFRANCISCO SANTOS;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
MG;FRANCISCOPOLIS;MGFRANCISCOPOLIS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;FRANCO DA ROCHA;SPFRANCO DA ROCHA;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
CE;FRECHEIRINHA;CEFRECHEIRINHA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
RS;FREDERICO WESTPHALEN;RSFREDERICO WESTPHALEN;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
MG;FREI GASPAR;MGFREI GASPAR;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;FREI INOCENCIO;MGFREI INOCENCIO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;FREI LAGONEGRO;MGFREI LAGONEGRO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;FREI MARTINHO;PBFREI MARTINHO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PE;FREI MIGUELINHO;PEFREI MIGUELINHO;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
SE;FREI PAULO;SEFREI PAULO;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
SC;FREI ROGERIO;SCFREI ROGERIO;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
RJ;FRLC TRANSPORTES LTDA;RJFRLC TRANSPORTES LTDA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
MG;FRONTEIRA;MGFRONTEIRA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
MG;FRONTEIRA DOS VALES;MGFRONTEIRA DOS VALES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PI;FRONTEIRAS;PIFRONTEIRAS;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
MG;FRUTA DE LEITE;MGFRUTA DE LEITE;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;FRUTAL;MGFRUTAL;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
RN;FRUTUOSO GOMES;RNFRUTUOSO GOMES;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
ES;FUNDAO;ESFUNDAO;ESI1;Interior-1;I1;Sudeste;VIX;Espirito Santo - ES
SP;GABRIEL MONTEIRO;SPGABRIEL MONTEIRO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;GADO BRAVO;PBGADO BRAVO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;GALIA;SPGALIA;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
MG;GALILEIA;MGGALILEIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RN;GALINHOS;RNGALINHOS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SC;GALVAO;SCGALVAO;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
PE;GAMELEIRA;PEGAMELEIRA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
GO;GAMELEIRA DE GOIAS;GOGAMELEIRA DE GOIAS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MG;GAMELEIRAS;MGGAMELEIRAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
BA;GANDU;BAGANDU;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PE;GARANHUNS;PEGARANHUNS;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SE;GARARU;SEGARARU;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
SP;GARCA;SPGARCA;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
RS;GARIBALDI;RSGARIBALDI;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SC;GAROPABA;SCGAROPABA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
PA;GARRAFAO DO NORTE;PAGARRAFAO DO NORTE;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RS;GARRUCHOS;RSGARRUCHOS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SC;GARUVA;SCGARUVA;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
SC;GASPAR;SCGASPAR;SCI1;Interior-1;I1;Sul;BNU;Blumenau - SC
SP;GASTAO VIDIGAL;SPGASTAO VIDIGAL;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MT;GAUCHA DO NORTE;MTGAUCHA DO NORTE;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
RS;GAURAMA;RSGAURAMA;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
BA;GAVIAO;BAGAVIAO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;GAVIAO PEIXOTO;SPGAVIAO PEIXOTO;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
PI;GEMINIANO;PIGEMINIANO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
RS;GENERAL CAMARA;RSGENERAL CAMARA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MT;GENERAL CARNEIRO;MTGENERAL CARNEIRO;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
PR;GENERAL CARNEIRO;PRGENERAL CARNEIRO;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SE;GENERAL MAYNARD;SEGENERAL MAYNARD;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
SP;GENERAL SALGADO;SPGENERAL SALGADO;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
CE;GENERAL SAMPAIO;CEGENERAL SAMPAIO;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
RS;GENTIL;RSGENTIL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
BA;GENTIO DO OURO;BAGENTIO DO OURO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;GETULINA;SPGETULINA;SPI2;Interior-2;I2;Sudeste;BAU;Bauru - SP
RS;GETULIO VARGAS;RSGETULIO VARGAS;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
PI;GILBUES;PIGILBUES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
AL;GIRAU DO PONCIANO;ALGIRAU DO PONCIANO;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
RS;GIRUA;RSGIRUA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;GLAUCILANDIA;MGGLAUCILANDIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;GLICERIO;SPGLICERIO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
BA;GLORIA;BAGLORIA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MS;GLORIA DE DOURADOS;MSGLORIA DE DOURADOS;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
PE;GLORIA DO GOITA;PEGLORIA DO GOITA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
MT;GLORIA D'OESTE;MTGLORIA D'OESTE;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
RS;GLORINHA;RSGLORINHA;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
MA;GODOFREDO VIANA;MAGODOFREDO VIANA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
PR;GODOY MOREIRA;PRGODOY MOREIRA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
MG;GOIABEIRA;MGGOIABEIRA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;GOIANA;MGGOIANA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PE;GOIANA;PEGOIANA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
GO;GOIANAPOLIS;GOGOIANAPOLIS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
GO;GOIANDIRA;GOGOIANDIRA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
GO;GOIANESIA;GOGOIANESIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PA;GOIANESIA DO PARA;PAGOIANESIA DO PARA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
GO;GOIANIA;GOGOIANIA;GOC;Capital;C;Centro Oeste;GYN;Goiania - GO
RN;GOIANINHA;RNGOIANINHA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
GO;GOIANIRA;GOGOIANIRA;GOC;Capital;C;Centro Oeste;GYN;Goiania - GO
TO;GOIANORTE;TOGOIANORTE;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
GO;GOIAS;GOGOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
TO;GOIATINS;TOGOIATINS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
GO;GOIATUBA;GOGOIATUBA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PR;GOIOERE;PRGOIOERE;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
PR;GOIOXIM;PRGOIOXIM;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
MG;GONCALVES;MGGONCALVES;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MA;GONCALVES DIAS;MAGONCALVES DIAS;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
BA;GONGOGI;BAGONGOGI;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;GONZAGA;MGGONZAGA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;GOUVEIA;MGGOUVEIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;GOUVELANDIA;GOGOUVELANDIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MA;GOVERNADOR ARCHER;MAGOVERNADOR ARCHER;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SC;GOVERNADOR CELSO RAMOS;SCGOVERNADOR CELSO RAMOS;SCC;Capital;C;Sul;FLN;Florian¢polis - SC
RN;GOVERNADOR DIX-SEPT ROSADO;RNGOVERNADOR DIX-SEPT ROSADO;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
MA;GOVERNADOR EDISON LOBAO;MAGOVERNADOR EDISON LOBAO;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MA;GOVERNADOR EUGENIO BARROS;MAGOVERNADOR EUGENIO BARROS;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
ES;GOVERNADOR LINDENBERG;ESGOVERNADOR LINDENBERG;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
MA;GOVERNADOR LUIZ ROCHA;MAGOVERNADOR LUIZ ROCHA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
BA;GOVERNADOR MANGABEIRA;BAGOVERNADOR MANGABEIRA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
